ç,n,x1,b163,b164,b165,b166,b167,b168,b169,b170,b171,b172,b173,b174,b175,b176,b177,b178,b179,b180,b181,b182,b183,b184,b185,b186,b187,b188,b189,b190,b191,b192,b193,b194,b195,b196,b197,b198,b199,b200,b201,b202,b203,b204,b205,b206,b207,b208,b209,b210,b211,b212,b213,b214,b215,b216,b217,b218,b219,b220,b221,b222,b223,b224,b225,b226,b227,b228,b229,b230,b231,b232
13.08191652,71.73969851,-176.5876623,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
31.05831386,17.52977813,78.77215196,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-43.68666164,85.42719944,-193.2450472,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
50.11114602,29.25613327,23.72181909,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-35.72487973,20.51517368,-178.7772139,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-46.29487152,91.83019228,-102.8235192,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-11.06279681,74.20531434,-163.6463236,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-78.95921593,78.99880242,-0.981601862,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-58.87777954,10.44519546,-146.0325817,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-54.32452127,49.24727247,31.80410489,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-45.2327095,11.74102753,-25.14139654,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-78.0633242,31.56945785,-72.89310606,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
22.7581973,92.4953041,-149.8446629,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-33.4276376,38.70870303,-149.2414784,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
95.21230128,91.02003694,-167.2088026,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-35.22519557,32.17424412,-113.48342,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
76.51603986,32.65051839,1.846347253,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-60.72295206,49.88724528,-25.50323554,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
68.37511237,40.34397206,116.2568876,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
60.78169955,36.17503284,176.0713945,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-52.70849898,81.75555845,117.5430745,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-6.449554943,71.92879248,-51.58723078,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-34.67003078,10.36572037,18.15519536,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
73.60181374,29.03152866,-33.21573903,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-91.19340541,72.82202806,-38.4246724,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-75.871889,15.2983435,185.8119825,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
17.5260416,96.98523174,-6.416635769,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-2.112811796,28.5822602,-73.99933799,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-63.89800163,93.86028561,81.44094526,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
68.43614894,87.91798826,-158.3421915,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-62.25205866,45.05613023,-163.8821811,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-79.27035234,67.20354934,-191.1118156,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
39.25787717,59.41917547,-160.0040527,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
46.01601155,32.27993512,-112.8924708,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
